asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery
B0939K5M9Q,"Samsung Galaxy S21 Ultra | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 108MP High Res | 128GB, Phantom Black (SM-G998UZKAXAA) (Renewed)",$340.00 ,$359.99 ,USD,4,1477,https://www.amazon.com/dp/B0939K5M9Q,https://m.media-amazon.com/images/I/71c4bP43zpL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$340.00 ,FALSE,FALSE,FALSE,TRUE,500+ bought in past month,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 18 left in stock - order soon."
B0BYMQ53WR,SAMSUNG Galaxy A54 5G + 4G LTE (128GB + 8GB) Unlocked Dual Sim (Only T-Mobile/Mint/Metro USA Market) 1 Year Latin America 6.4&quot; 120Hz 50MP Triple Cam + (25W Charger) (Awesome Violet (SM-A546M)),$319.50 ,,USD,4.3,1895,https://www.amazon.com/dp/B0BYMQ53WR,https://m.media-amazon.com/images/I/51uirrYmBxL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$319.50 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18"
B08PQ5ZCNP,"SAMSUNG Galaxy A71 5G (128GB, 6GB) 6.7&quot; AMOLED+, Snapdragon 765G, 4500mAh Battery, Global 5G Volte GSM AT&amp;T Unlocked (T-Mobile, Metro, Straight Talk) A716U (Prism Cube Black)(Renewed)",$174.00 ,,USD,3.9,586,https://www.amazon.com/dp/B08PQ5ZCNP,https://m.media-amazon.com/images/I/61kx4uQ9c-L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$174.00 ,FALSE,FALSE,TRUE,TRUE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B082YG1L4B,Samsung Galaxy A51 A515F 128GB DUOS GSM Unlocked Phone w/Quad Camera 48 MP + 12 MP + 5 MP + 5 MP (International Variant/US Compatible LTE) - Prism Crush Black,$299.99 ,,USD,4.2,4633,https://www.amazon.com/dp/B082YG1L4B,https://m.media-amazon.com/images/I/61pwpYcjYlL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$299.99 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0C5Z4QPZH,"SAMSUNG Galaxy A14 5G Dual SIM (128GB, 4GB) 6.6&quot; 90Hz Display, Octa-Core, 50MP Triple Camera, 4G Volte (GSM Unlocked for T-Mobile, Metro, Global) International Model A146M/DS (w/ 256GB SD, Black)",$184.49 ,,USD,3.8,50,https://www.amazon.com/dp/B0C5Z4QPZH,https://m.media-amazon.com/images/I/61G9RdA0EQL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$184.49 ,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0BY3FDC4F,SAMSUNG Galaxy A54 5G + 4G LTE (128GB + 6GB) Unlocked Worldwide Dual Sim (Only T-Mobile/Mint/Metro USA Market) 6.4&quot; 120Hz 50MP Triple Cam + (25W Wall Charger) (Awesome White (SM-A546M)),$320.99 ,,USD,4.2,519,https://www.amazon.com/dp/B0BY3FDC4F,https://m.media-amazon.com/images/I/514VDFqf+8L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$320.99 ,FALSE,FALSE,TRUE,FALSE,50+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B07YX7PXF5,Samsung A10e Verizon Black 32 GB (Renewed),$79.35 ,$84.00 ,USD,4.1,362,https://www.amazon.com/dp/B07YX7PXF5,https://m.media-amazon.com/images/I/71ZZtb5maFL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$79.35 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Wed, Mar 20 Only 15 left in stock - order soon."
B0BYTB365B,"SAMSUNG Galaxy A14 (128GB, 4GB) 6.6&#x27;&#x27;, Android 13, 5000mAh Battery, 50MP Triple Camera, Dual SIM 4G Volte GSM Unlocked International Model A145M/DS (w/ 256GB SD, Green)",$158.00 ,,USD,4,120,https://www.amazon.com/dp/B0BYTB365B,https://m.media-amazon.com/images/I/71xRZ1eIaKL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$158.00 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B08LZSS3DJ,Samsung Galaxy A71 5G LTE Verizon | 6.7&quot; AMOLED Screen |128GB of Storage | Long Lasting Battery | Single SIM | 2020 Model | Black - (SM-A716VTKMVZW) (Renewed),$146.00 ,,USD,4.1,411,https://www.amazon.com/dp/B08LZSS3DJ,https://m.media-amazon.com/images/I/51tUAW2Dx9L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$146.00 ,FALSE,FALSE,TRUE,TRUE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B09TY959LR,SAMSUNG Galaxy A01 SM-A015A (Renewed) (for GSM),$72.00 ,,USD,3.8,29,https://www.amazon.com/dp/B09TY959LR,https://m.media-amazon.com/images/I/31fhi7aW5lL._AC_SX348_SY500_FMwebp_QL65_.jpg,,$72.00 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0CHFXTVL8,"SAMSUNG Galaxy S23 FE S-View Wallet Phone Case, Protective Cover with Card Holder Slot, Finger Tap Display Window, US Version, EF-ZS711CMEGUS, Mint",$28.15 ,,USD,4.6,8,https://www.amazon.com/dp/B0CHFXTVL8,https://m.media-amazon.com/images/I/51+VrjMgnbL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$28.15 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 on $35 of items shipped by AmazonOr fastest delivery Sun, Mar 17"
B08CHRHFRL,Samsung Galaxy A01 16GB BLACK VERIZON,$63.59 ,$79.95 ,USD,4.2,335,https://www.amazon.com/dp/B08CHRHFRL,https://m.media-amazon.com/images/I/51ZV+0jlLRL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$63.59 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B00T9TV250,"Apple iPod Touch 16GB, Pink (5th Generation) (Renewed)",,,,3.6,100,https://www.amazon.com/dp/B00T9TV250,https://m.media-amazon.com/images/I/51BSO4NJvfL._AC_SX444_SY639_FMwebp_QL65_.jpg,,,FALSE,FALSE,FALSE,FALSE,,
B0B9LDVCBY,"SAMSUNG Electronics Galaxy A03 Cell Phone, Factory GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, International Version (Black) (Renewed)",$94.00 ,,USD,3.2,14,https://www.amazon.com/dp/B0B9LDVCBY,https://m.media-amazon.com/images/I/51l1hRYN90L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$94.00 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0BY3FDC4F,SAMSUNG Galaxy A54 5G + 4G LTE (128GB + 6GB) Unlocked Worldwide Dual Sim (Only T-Mobile/Mint/Metro USA Market) 6.4&quot; 120Hz 50MP Triple Cam + (25W Wall Charger) (Awesome White (SM-A546M)),$320.99 ,,USD,4.2,519,https://www.amazon.com/dp/B0BY3FDC4F,https://m.media-amazon.com/images/I/514VDFqf+8L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$320.99 ,FALSE,FALSE,TRUE,FALSE,50+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B082YG1L4B,Samsung Galaxy A51 A515F 128GB DUOS GSM Unlocked Phone w/Quad Camera 48 MP + 12 MP + 5 MP + 5 MP (International Variant/US Compatible LTE) - Prism Crush Black,$299.99 ,,USD,4.2,4633,https://www.amazon.com/dp/B082YG1L4B,https://m.media-amazon.com/images/I/61pwpYcjYlL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$299.99 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0C5Z4QPZH,"SAMSUNG Galaxy A14 5G Dual SIM (128GB, 4GB) 6.6&quot; 90Hz Display, Octa-Core, 50MP Triple Camera, 4G Volte (GSM Unlocked for T-Mobile, Metro, Global) International Model A146M/DS (w/ 256GB SD, Black)",$184.49 ,,USD,3.8,50,https://www.amazon.com/dp/B0C5Z4QPZH,https://m.media-amazon.com/images/I/61G9RdA0EQL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$184.49 ,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0BYTB365B,"SAMSUNG Galaxy A14 (128GB, 4GB) 6.6&#x27;&#x27;, Android 13, 5000mAh Battery, 50MP Triple Camera, Dual SIM 4G Volte GSM Unlocked International Model A145M/DS (w/ 256GB SD, Green)",$158.00 ,,USD,4,120,https://www.amazon.com/dp/B0BYTB365B,https://m.media-amazon.com/images/I/71xRZ1eIaKL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$158.00 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0BX4RQWLM,Xiaomi Redmi 12C 4G LTE (64GB + 3GB) Factory Unlocked GSM 6.71&quot; 50MP Dual Camera (ONLY T-Mobile/Mint USA Market) + (w/Fast Car Charger Bundle) (Ocean Blue),$104.75 ,,USD,4.6,749,https://www.amazon.com/dp/B0BX4RQWLM,https://m.media-amazon.com/images/I/51SrYCQ+AYL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$104.75 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18 Only 17 left in stock - order soon."
B07YX7PXF5,Samsung A10e Verizon Black 32 GB (Renewed),$79.35 ,$84.00 ,USD,4.1,362,https://www.amazon.com/dp/B07YX7PXF5,https://m.media-amazon.com/images/I/71ZZtb5maFL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$79.35 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Wed, Mar 20 Only 15 left in stock - order soon."
B00T9TV250,"Apple iPod Touch 16GB, Pink (5th Generation) (Renewed)",,,,3.6,100,https://www.amazon.com/dp/B00T9TV250,https://m.media-amazon.com/images/I/51BSO4NJvfL._AC_SX444_SY639_FMwebp_QL65_.jpg,,,FALSE,FALSE,FALSE,FALSE,,
B08LZSS3DJ,Samsung Galaxy A71 5G LTE Verizon | 6.7&quot; AMOLED Screen |128GB of Storage | Long Lasting Battery | Single SIM | 2020 Model | Black - (SM-A716VTKMVZW) (Renewed),$146.00 ,,USD,4.1,411,https://www.amazon.com/dp/B08LZSS3DJ,https://m.media-amazon.com/images/I/51tUAW2Dx9L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$146.00 ,FALSE,FALSE,TRUE,TRUE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0CHFXTVL8,"SAMSUNG Galaxy S23 FE S-View Wallet Phone Case, Protective Cover with Card Holder Slot, Finger Tap Display Window, US Version, EF-ZS711CMEGUS, Mint",$28.15 ,,USD,4.6,8,https://www.amazon.com/dp/B0CHFXTVL8,https://m.media-amazon.com/images/I/51+VrjMgnbL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$28.15 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 on $35 of items shipped by AmazonOr fastest delivery Sun, Mar 17"
B09SJ3971F,"Samsung Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display, Pro Grade Camera, All Day Intelligent Battery, US Version, Lavender (Renewed)",$218.84 ,$238.00 ,USD,4.2,209,https://www.amazon.com/dp/B09SJ3971F,https://m.media-amazon.com/images/I/61rLxzKsm3L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$218.84 ,FALSE,FALSE,FALSE,TRUE,100+ bought in past month,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 2 left in stock - order soon."
B00X8XAW7C,"Apple iPad Air 16GB Unlocked GSM 4G LTE Tablet, Space Gray (Renewed)",$193.18 ,,USD,3.8,65,https://www.amazon.com/dp/B00X8XAW7C,https://m.media-amazon.com/images/I/614vKAkHIrL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$193.18 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 8 left in stock - order soon."
B09TY959LR,SAMSUNG Galaxy A01 SM-A015A (Renewed) (for GSM),$72.00 ,,USD,3.8,29,https://www.amazon.com/dp/B09TY959LR,https://m.media-amazon.com/images/I/31fhi7aW5lL._AC_SX348_SY500_FMwebp_QL65_.jpg,,$72.00 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B00SZ59XFA,"Samsung Galaxy Tab 4 (7-Inch, Black) (Renewed)",$89.95 ,,USD,3.8,603,https://www.amazon.com/dp/B00SZ59XFA,https://m.media-amazon.com/images/I/71Gym2hD+IL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$89.95 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18"
B00LMJ8I3O,Apple iPod Touch 16GB Black/Silver(5th Generation) (Renewed),$144.00 ,,USD,3.8,306,https://www.amazon.com/dp/B00LMJ8I3O,https://m.media-amazon.com/images/I/61h6T-ftWsL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$144.00 ,FALSE,FALSE,FALSE,FALSE,,"FREE delivery Fri, Mar 22 Or fastest delivery Mar 19 - 20 Only 2 left in stock - order soon."
B00T9TV250,"Apple iPod Touch 16GB, Pink (5th Generation) (Renewed)",,,,3.6,100,https://www.amazon.com/dp/B00T9TV250,https://m.media-amazon.com/images/I/51BSO4NJvfL._AC_SX444_SY639_FMwebp_QL65_.jpg,,,FALSE,FALSE,FALSE,FALSE,,
B0BYTB365B,"SAMSUNG Galaxy A14 (128GB, 4GB) 6.6&#x27;&#x27;, Android 13, 5000mAh Battery, 50MP Triple Camera, Dual SIM 4G Volte GSM Unlocked International Model A145M/DS (w/ 256GB SD, Green)",$158.00 ,,USD,4,120,https://www.amazon.com/dp/B0BYTB365B,https://m.media-amazon.com/images/I/71xRZ1eIaKL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$158.00 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B07GW1DXFP,SAMSUNG Galaxy Prime 16GB J327 J3 AT&amp;T T-Mobile Unlocked Smartphone - Silver (Renewed),$73.49 ,,USD,4,843,https://www.amazon.com/dp/B07GW1DXFP,https://m.media-amazon.com/images/I/61nN0-7YPvL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$73.49 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0BX4RQWLM,Xiaomi Redmi 12C 4G LTE (64GB + 3GB) Factory Unlocked GSM 6.71&quot; 50MP Dual Camera (ONLY T-Mobile/Mint USA Market) + (w/Fast Car Charger Bundle) (Ocean Blue),$104.75 ,,USD,4.6,749,https://www.amazon.com/dp/B0BX4RQWLM,https://m.media-amazon.com/images/I/51SrYCQ+AYL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$104.75 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18 Only 17 left in stock - order soon."
B0CHFXTVL8,"SAMSUNG Galaxy S23 FE S-View Wallet Phone Case, Protective Cover with Card Holder Slot, Finger Tap Display Window, US Version, EF-ZS711CMEGUS, Mint",$28.15 ,,USD,4.6,8,https://www.amazon.com/dp/B0CHFXTVL8,https://m.media-amazon.com/images/I/51+VrjMgnbL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$28.15 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 on $35 of items shipped by AmazonOr fastest delivery Sun, Mar 17"
B00X8XAW7C,"Apple iPad Air 16GB Unlocked GSM 4G LTE Tablet, Space Gray (Renewed)",$193.18 ,,USD,3.8,65,https://www.amazon.com/dp/B00X8XAW7C,https://m.media-amazon.com/images/I/614vKAkHIrL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$193.18 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 8 left in stock - order soon."
B07YX7PXF5,Samsung A10e Verizon Black 32 GB (Renewed),$79.35 ,$84.00 ,USD,4.1,362,https://www.amazon.com/dp/B07YX7PXF5,https://m.media-amazon.com/images/I/71ZZtb5maFL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$79.35 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Wed, Mar 20 Only 15 left in stock - order soon."
B08LZSS3DJ,Samsung Galaxy A71 5G LTE Verizon | 6.7&quot; AMOLED Screen |128GB of Storage | Long Lasting Battery | Single SIM | 2020 Model | Black - (SM-A716VTKMVZW) (Renewed),$146.00 ,,USD,4.1,411,https://www.amazon.com/dp/B08LZSS3DJ,https://m.media-amazon.com/images/I/51tUAW2Dx9L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$146.00 ,FALSE,FALSE,TRUE,TRUE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B00LMJ8I3O,Apple iPod Touch 16GB Black/Silver(5th Generation) (Renewed),$144.00 ,,USD,3.8,306,https://www.amazon.com/dp/B00LMJ8I3O,https://m.media-amazon.com/images/I/61h6T-ftWsL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$144.00 ,FALSE,FALSE,FALSE,FALSE,,"FREE delivery Fri, Mar 22 Or fastest delivery Mar 19 - 20 Only 2 left in stock - order soon."
B09SJ3971F,"Samsung Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display, Pro Grade Camera, All Day Intelligent Battery, US Version, Lavender (Renewed)",$218.84 ,$238.00 ,USD,4.2,209,https://www.amazon.com/dp/B09SJ3971F,https://m.media-amazon.com/images/I/61rLxzKsm3L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$218.84 ,FALSE,FALSE,FALSE,TRUE,100+ bought in past month,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 2 left in stock - order soon."
B00VQQSOG4,Apple iPod touch 32GB (5th Generation) - Space Gray (Renewed),$184.85 ,,USD,4.1,214,https://www.amazon.com/dp/B00VQQSOG4,https://m.media-amazon.com/images/I/51kiAF-d2KL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$184.85 ,FALSE,FALSE,FALSE,FALSE,300+ bought in past month,"FREE delivery Wed, Mar 20"
B00SZ59XFA,"Samsung Galaxy Tab 4 (7-Inch, Black) (Renewed)",$89.95 ,,USD,3.8,603,https://www.amazon.com/dp/B00SZ59XFA,https://m.media-amazon.com/images/I/71Gym2hD+IL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$89.95 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18"
B09TY959LR,SAMSUNG Galaxy A01 SM-A015A (Renewed) (for GSM),$72.00 ,,USD,3.8,29,https://www.amazon.com/dp/B09TY959LR,https://m.media-amazon.com/images/I/31fhi7aW5lL._AC_SX348_SY500_FMwebp_QL65_.jpg,,$72.00 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B00S6KEDX6,Samsung Galaxy Tab 4 10.1in 16gb WiFi Black (Renewed),$159.99 ,,USD,3.8,983,https://www.amazon.com/dp/B00S6KEDX6,https://m.media-amazon.com/images/I/61PUPAe38oL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$159.99 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0BH4FXNZJ,"Samsung Galaxy A04 (SM-A045F/DS) Dual SIM,32GB + 3GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (Copper)",,,,4.3,28,https://www.amazon.com/dp/B0BH4FXNZJ,https://m.media-amazon.com/images/I/81i6m64KmUL._AC_SX444_SY639_FMwebp_QL65_.jpg,,,FALSE,FALSE,FALSE,FALSE,,
B0BYTB365B,"SAMSUNG Galaxy A14 (128GB, 4GB) 6.6&#x27;&#x27;, Android 13, 5000mAh Battery, 50MP Triple Camera, Dual SIM 4G Volte GSM Unlocked International Model A145M/DS (w/ 256GB SD, Green)",$158.00 ,,USD,4,120,https://www.amazon.com/dp/B0BYTB365B,https://m.media-amazon.com/images/I/71xRZ1eIaKL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$158.00 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B00VQQSOG4,Apple iPod touch 32GB (5th Generation) - Space Gray (Renewed),$184.85 ,,USD,4.1,214,https://www.amazon.com/dp/B00VQQSOG4,https://m.media-amazon.com/images/I/51kiAF-d2KL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$184.85 ,FALSE,FALSE,FALSE,FALSE,300+ bought in past month,"FREE delivery Wed, Mar 20"
B0BX4RQWLM,Xiaomi Redmi 12C 4G LTE (64GB + 3GB) Factory Unlocked GSM 6.71&quot; 50MP Dual Camera (ONLY T-Mobile/Mint USA Market) + (w/Fast Car Charger Bundle) (Ocean Blue),$104.75 ,,USD,4.6,749,https://www.amazon.com/dp/B0BX4RQWLM,https://m.media-amazon.com/images/I/51SrYCQ+AYL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$104.75 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18 Only 17 left in stock - order soon."
B09SJ3971F,"Samsung Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display, Pro Grade Camera, All Day Intelligent Battery, US Version, Lavender (Renewed)",$218.84 ,$238.00 ,USD,4.2,209,https://www.amazon.com/dp/B09SJ3971F,https://m.media-amazon.com/images/I/61rLxzKsm3L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$218.84 ,FALSE,FALSE,FALSE,TRUE,100+ bought in past month,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 2 left in stock - order soon."
B07YX7PXF5,Samsung A10e Verizon Black 32 GB (Renewed),$79.35 ,$84.00 ,USD,4.1,362,https://www.amazon.com/dp/B07YX7PXF5,https://m.media-amazon.com/images/I/71ZZtb5maFL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$79.35 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Wed, Mar 20 Only 15 left in stock - order soon."
B00SZ59XFA,"Samsung Galaxy Tab 4 (7-Inch, Black) (Renewed)",$89.95 ,,USD,3.8,603,https://www.amazon.com/dp/B00SZ59XFA,https://m.media-amazon.com/images/I/71Gym2hD+IL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$89.95 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Mon, Mar 18"
B08LZSS3DJ,Samsung Galaxy A71 5G LTE Verizon | 6.7&quot; AMOLED Screen |128GB of Storage | Long Lasting Battery | Single SIM | 2020 Model | Black - (SM-A716VTKMVZW) (Renewed),$146.00 ,,USD,4.1,411,https://www.amazon.com/dp/B08LZSS3DJ,https://m.media-amazon.com/images/I/51tUAW2Dx9L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$146.00 ,FALSE,FALSE,TRUE,TRUE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0CHFXTVL8,"SAMSUNG Galaxy S23 FE S-View Wallet Phone Case, Protective Cover with Card Holder Slot, Finger Tap Display Window, US Version, EF-ZS711CMEGUS, Mint",$28.15 ,,USD,4.6,8,https://www.amazon.com/dp/B0CHFXTVL8,https://m.media-amazon.com/images/I/51+VrjMgnbL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$28.15 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 on $35 of items shipped by AmazonOr fastest delivery Sun, Mar 17"
B00S6KEDX6,Samsung Galaxy Tab 4 10.1in 16gb WiFi Black (Renewed),$159.99 ,,USD,3.8,983,https://www.amazon.com/dp/B00S6KEDX6,https://m.media-amazon.com/images/I/61PUPAe38oL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$159.99 ,FALSE,FALSE,TRUE,TRUE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B0B97Z7H3P,SAMSUNG Galaxy S20 FE 5G 128GB Cloud Red - Verizon (Renewed),$179.55 ,$199.50 ,USD,4.1,82,https://www.amazon.com/dp/B0B97Z7H3P,https://m.media-amazon.com/images/I/71EScc4pOQL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$179.55 ,FALSE,FALSE,FALSE,TRUE,,"FREE delivery Tue, Mar 19 Only 3 left in stock - order soon."
B09ZFFNH5Q,Xiaomi Redmi 10 2022 4G LTE (64GB + 4GB) LTE GSM Unlocked 6.5&quot; 50MP Quad Cam (Tmobile Mint Tello and International Global) + (w/Fast Dual USB Car 51W Charger) (Sea Blue),$113.70 ,,USD,4.4,620,https://www.amazon.com/dp/B09ZFFNH5Q,https://m.media-amazon.com/images/I/510YxftLN3L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$113.70 ,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17 Only 1 left in stock - order soon."
B0CRWKNP7S,"SAMSUNG Galaxy A05 (SM-A055M/DS), 64GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) - (Silver)",$113.00 ,,USD,4.5,2,https://www.amazon.com/dp/B0CRWKNP7S,https://m.media-amazon.com/images/I/71XE1d1mMNL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$113.00 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Tue, Mar 19 Only 1 left in stock - order soon."
B09Z9L432F,Xiaomi Redmi 10 2022 4G LTE (64GB + 4GB) LTE GSM Unlocked 6.5&quot; 50MP Quad Cam (Tmobile Mint Tello and International Global) + (w/Fast Dual USB Car 51W Charger) (Carbon Gray),$115.50 ,,USD,4.2,19,https://www.amazon.com/dp/B09Z9L432F,https://m.media-amazon.com/images/I/512RX+S55gL._AC_SX444_SY639_FMwebp_QL65_.jpg,,$115.50 ,FALSE,FALSE,TRUE,FALSE,,"FREE delivery Wed, Mar 20 Or fastest delivery Sun, Mar 17"
B09SJ3971F,"Samsung Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display, Pro Grade Camera, All Day Intelligent Battery, US Version, Lavender (Renewed)",$218.84 ,$238.00 ,USD,4.2,209,https://www.amazon.com/dp/B09SJ3971F,https://m.media-amazon.com/images/I/61rLxzKsm3L._AC_SX444_SY639_FMwebp_QL65_.jpg,,$218.84 ,FALSE,FALSE,FALSE,TRUE,100+ bought in past month,"FREE delivery Fri, Mar 22 Or fastest delivery Tue, Mar 19 Only 2 left in stock - order soon."
